5,14,0,0,0
5,14,0,30,0
5,14,1,0,0
5,14,1,30,0
5,14,2,0,0
5,14,2,30,0
5,14,3,0,0
5,14,3,30,0
5,14,4,0,0
5,14,4,30,0
5,14,5,0,0
5,14,5,30,0
5,14,6,0,2.4
5,14,6,30,17.3
5,14,7,0,29.3
5,14,7,30,39.1
5,14,8,0,242.8
5,14,8,30,252.7
5,14,9,0,423.7
5,14,9,30,438.1
5,14,10,0,278.7
5,14,10,30,681.9
5,14,11,0,764.6
5,14,11,30,863.1
5,14,12,0,874
5,14,12,30,926.1
5,14,13,0,846.2
5,14,13,30,902.4
5,14,14,0,889.1
5,14,14,30,862.3
5,14,15,0,831.5
5,14,15,30,825.6
5,14,16,0,701.2
5,14,16,30,610.6
5,14,17,0,320.2
5,14,17,30,315.9
5,14,18,0,354.3
5,14,18,30,215.3
5,14,19,0,150.7
5,14,19,30,68.2
5,14,20,0,17.6
5,14,20,30,2
5,14,21,0,0
5,14,21,30,0
5,14,22,0,0
5,14,22,30,0
5,14,23,0,0
5,14,23,30,0
5,15,0,0,0
5,15,0,30,0
5,15,1,0,0
5,15,1,30,0
5,15,2,0,0
5,15,2,30,0
5,15,3,0,0
5,15,3,30,0
5,15,4,0,0
5,15,4,30,0
5,15,5,0,0
5,15,5,30,0
5,15,6,0,0
5,15,6,30,3.1
5,15,7,0,77.9
5,15,7,30,73
5,15,8,0,20
5,15,8,30,29.4
5,15,9,0,95.2
5,15,9,30,95.6
5,15,10,0,60.1
5,15,10,30,109.5
5,15,11,0,239.9
5,15,11,30,60.5
5,15,12,0,81.9
5,15,12,30,322.9
5,15,13,0,484.7
5,15,13,30,833.8
5,15,14,0,284.6
5,15,14,30,194.1
5,15,15,0,130.4
5,15,15,30,868.5
5,15,16,0,756.5
5,15,16,30,767.6
5,15,17,0,615
5,15,17,30,29.1
5,15,18,0,100.3
5,15,18,30,165
5,15,19,0,79.9
5,15,19,30,52.9
5,15,20,0,21.8
5,15,20,30,4.5
5,15,21,0,0
5,15,21,30,0
5,15,22,0,0
5,15,22,30,0
5,15,23,0,0
5,15,23,30,0
5,21,0,0,0
5,21,0,30,0
5,21,1,0,0
5,21,1,30,0
5,21,2,0,0
5,21,2,30,0
5,21,3,0,0
5,21,3,30,0
5,21,4,0,0
5,21,4,30,0
5,21,5,0,0
5,21,5,30,0
5,21,6,0,4.9
5,21,6,30,24.8
5,21,7,0,46.5
5,21,7,30,75.7
5,21,8,0,196.9
5,21,8,30,276
5,21,9,0,367.1
5,21,9,30,461.1
5,21,10,0,199.4
5,21,10,30,642.1
5,21,11,0,714.7
5,21,11,30,784.9
5,21,12,0,827.2
5,21,12,30,847.9
5,21,13,0,895.1
5,21,13,30,303.1
5,21,14,0,897.5
5,21,14,30,840.2
5,21,15,0,832.7
5,21,15,30,756.5
5,21,16,0,686.9
5,21,16,30,572.7
5,21,17,0,558.9
5,21,17,30,446.5
5,21,18,0,218.2
5,21,18,30,248.2
5,21,19,0,152.9
5,21,19,30,65.5
5,21,20,0,24.6
5,21,20,30,5.8
5,21,21,0,0
5,21,21,30,0
5,21,22,0,0
5,21,22,30,0
5,21,23,0,0
5,21,23,30,0
5,22,0,0,0
5,22,0,30,0
5,22,1,0,0
5,22,1,30,0
5,22,2,0,0
5,22,2,30,0
5,22,3,0,0
5,22,3,30,0
5,22,4,0,0
5,22,4,30,0
5,22,5,0,0
5,22,5,30,0
5,22,6,0,5.7
5,22,6,30,20.5
5,22,7,0,31.8
5,22,7,30,40.9
5,22,8,0,245.9
5,22,8,30,342
5,22,9,0,437.8
5,22,9,30,526.9
5,22,10,0,90.6
5,22,10,30,687.3
5,22,11,0,761.9
5,22,11,30,815.7
5,22,12,0,854.3
5,22,12,30,891.5
5,22,13,0,904.4
5,22,13,30,904.2
5,22,14,0,894.7
5,22,14,30,866.9
5,22,15,0,822
5,22,15,30,774.1
5,22,16,0,713.6
5,22,16,30,638.2
5,22,17,0,541.4
5,22,17,30,449.1
5,22,18,0,348.3
5,22,18,30,255.8
5,22,19,0,160.8
5,22,19,30,88.6
5,22,20,0,32.9
5,22,20,30,2.9
5,22,21,0,0
5,22,21,30,0
5,22,22,0,0
5,22,22,30,0
5,22,23,0,0
5,22,23,30,0
5,28,0,0,0
5,28,0,30,0
5,28,1,0,0
5,28,1,30,0
5,28,2,0,0
5,28,2,30,0
5,28,3,0,0
5,28,3,30,0
5,28,4,0,0
5,28,4,30,0
5,28,5,0,0
5,28,5,30,0
5,28,6,0,5.8
5,28,6,30,19.3
5,28,7,0,30.9
5,28,7,30,40.2
5,28,8,0,252.1
5,28,8,30,352.6
5,28,9,0,81.5
5,28,9,30,539.1
5,28,10,0,71.5
5,28,10,30,726.3
5,28,11,0,724.4
5,28,11,30,853.7
5,28,12,0,889.3
5,28,12,30,917.1
5,28,13,0,930.5
5,28,13,30,932.9
5,28,14,0,922.5
5,28,14,30,895.1
5,28,15,0,858.1
5,28,15,30,807.3
5,28,16,0,743.1
5,28,16,30,668.3
5,28,17,0,585.3
5,28,17,30,487.2
5,28,18,0,391.1
5,28,18,30,287.8
5,28,19,0,189
5,28,19,30,93.2
5,28,20,0,21
5,28,20,30,7.4
5,28,21,0,0
5,28,21,30,0
5,28,22,0,0
5,28,22,30,0
5,28,23,0,0
5,28,23,30,0
5,29,0,0,0
5,29,0,30,0
5,29,1,0,0
5,29,1,30,0
5,29,2,0,0
5,29,2,30,0
5,29,3,0,0
5,29,3,30,0
5,29,4,0,0
5,29,4,30,0
5,29,5,0,0
5,29,5,30,0
5,29,6,0,7.1
5,29,6,30,18.1
5,29,7,0,25.6
5,29,7,30,31.9
5,29,8,0,266.3
5,29,8,30,366
5,29,9,0,460
5,29,9,30,550.5
5,29,10,0,65.3
5,29,10,30,709.2
5,29,11,0,782.4
5,29,11,30,835.3
5,29,12,0,867.7
5,29,12,30,876.1
5,29,13,0,911.3
5,29,13,30,917.9
5,29,14,0,899.5
5,29,14,30,891
5,29,15,0,827.1
5,29,15,30,792.9
5,29,16,0,696.3
5,29,16,30,642.8
5,29,17,0,570.6
5,29,17,30,465.2
5,29,18,0,367.4
5,29,18,30,292
5,29,19,0,178.9
5,29,19,30,106.1
5,29,20,0,29.6
5,29,20,30,11.7
5,29,21,0,0
5,29,21,30,0
5,29,22,0,0
5,29,22,30,0
5,29,23,0,0
5,29,23,30,0
5,30,0,0,0
5,30,0,30,0
5,30,1,0,0
5,30,1,30,0
5,30,2,0,0
5,30,2,30,0
5,30,3,0,0
5,30,3,30,0
5,30,4,0,0
5,30,4,30,0
5,30,5,0,0
5,30,5,30,0
5,30,6,0,7.8
5,30,6,30,19.8
5,30,7,0,28
5,30,7,30,34.1
5,30,8,0,264.6
5,30,8,30,354.1
5,30,9,0,454.4
5,30,9,30,548
5,30,10,0,116.7
5,30,10,30,663.1
5,30,11,0,761.7
5,30,11,30,793.2
5,30,12,0,861.5
5,30,12,30,877.6
5,30,13,0,888.3
5,30,13,30,887.3
5,30,14,0,895.9
5,30,14,30,878.5
5,30,15,0,828.3
5,30,15,30,763.3
5,30,16,0,706.7
5,30,16,30,348.5
5,30,17,0,573.7
5,30,17,30,472.6
5,30,18,0,376.1
5,30,18,30,280.9
5,30,19,0,186.7
5,30,19,30,90.2
5,30,20,0,22.2
5,30,20,30,9.1
5,30,21,0,0
5,30,21,30,0
5,30,22,0,0
5,30,22,30,0
5,30,23,0,0
5,30,23,30,0
6,4,0,0,0
6,4,0,30,0
6,4,1,0,0
6,4,1,30,0
6,4,2,0,0
6,4,2,30,0
6,4,3,0,0
6,4,3,30,0
6,4,4,0,0
6,4,4,30,0
6,4,5,0,0
6,4,5,30,0
6,4,6,0,7.7
6,4,6,30,22
6,4,7,0,33
6,4,7,30,42.9
6,4,8,0,255.3
6,4,8,30,348.9
6,4,9,0,443
6,4,9,30,532.5
6,4,10,0,248.6
6,4,10,30,575.7
6,4,11,0,819.1
6,4,11,30,174.9
6,4,12,0,837.6
6,4,12,30,920.9
6,4,13,0,917.7
6,4,13,30,952.8
6,4,14,0,929.3
6,4,14,30,795.7
6,4,15,0,404.2
6,4,15,30,246.6
6,4,16,0,87.5
6,4,16,30,90.3
6,4,17,0,118.3
6,4,17,30,115.1
6,4,18,0,212.2
6,4,18,30,188.7
6,4,19,0,69.9
6,4,19,30,39.4
6,4,20,0,24.4
6,4,20,30,7.9
6,4,21,0,0
6,4,21,30,0
6,4,22,0,0
6,4,22,30,0
6,4,23,0,0
6,4,23,30,0
6,5,0,0,0
6,5,0,30,0
6,5,1,0,0
6,5,1,30,0
6,5,2,0,0
6,5,2,30,0
6,5,3,0,0
6,5,3,30,0
6,5,4,0,0
6,5,4,30,0
6,5,5,0,0
6,5,5,30,0
6,5,6,0,10.9
6,5,6,30,59.8
6,5,7,0,28.3
6,5,7,30,97.1
6,5,8,0,240.7
6,5,8,30,340.3
6,5,9,0,428.1
6,5,9,30,526.1
6,5,10,0,286.2
6,5,10,30,517.7
6,5,11,0,473.6
6,5,11,30,466.2
6,5,12,0,849.2
6,5,12,30,890.4
6,5,13,0,865.8
6,5,13,30,943.5
6,5,14,0,914.9
6,5,14,30,248.3
6,5,15,0,773.7
6,5,15,30,147.3
6,5,16,0,20.7
6,5,16,30,14.9
6,5,17,0,119.2
6,5,17,30,64.1
6,5,18,0,153.9
6,5,18,30,66.2
6,5,19,0,5
6,5,19,30,19.5
6,5,20,0,27.5
6,5,20,30,9.3
6,5,21,0,0
6,5,21,30,0
6,5,22,0,0
6,5,22,30,0
6,5,23,0,0
6,5,23,30,0
6,11,0,0,0
6,11,0,30,0
6,11,1,0,0
6,11,1,30,0
6,11,2,0,0
6,11,2,30,0
6,11,3,0,0
6,11,3,30,0
6,11,4,0,0
6,11,4,30,0
6,11,5,0,0
6,11,5,30,1.6
6,11,6,0,13
6,11,6,30,35.8
6,11,7,0,66.2
6,11,7,30,93.2
6,11,8,0,102.8
6,11,8,30,173.3
6,11,9,0,235.5
6,11,9,30,593.2
6,11,10,0,399.2
6,11,10,30,438.1
6,11,11,0,714.4
6,11,11,30,860
6,11,12,0,901.6
6,11,12,30,807.4
6,11,13,0,566.7
6,11,13,30,808.8
6,11,14,0,544.9
6,11,14,30,459.1
6,11,15,0,963.2
6,11,15,30,882.5
6,11,16,0,233.4
6,11,16,30,289.9
6,11,17,0,226.1
6,11,17,30,151.9
6,11,18,0,124.1
6,11,18,30,102
6,11,19,0,95.9
6,11,19,30,102.2
6,11,20,0,20.5
6,11,20,30,9.1
6,11,21,0,0
6,11,21,30,0
6,11,22,0,0
6,11,22,30,0
6,11,23,0,0
6,11,23,30,0
6,12,0,0,0
6,12,0,30,0
6,12,1,0,0
6,12,1,30,0
6,12,2,0,0
6,12,2,30,0
6,12,3,0,0
6,12,3,30,0
6,12,4,0,0
6,12,4,30,0
6,12,5,0,0
6,12,5,30,0
6,12,6,0,4.8
6,12,6,30,25.5
6,12,7,0,56.7
6,12,7,30,97.5
6,12,8,0,129.7
6,12,8,30,185
6,12,9,0,344.3
6,12,9,30,587.5
6,12,10,0,296.8
6,12,10,30,499.7
6,12,11,0,466.6
6,12,11,30,396.4
6,12,12,0,626.2
6,12,12,30,638.8
6,12,13,0,312
6,12,13,30,384.2
6,12,14,0,987.9
6,12,14,30,1000
6,12,15,0,256.3
6,12,15,30,814.4
6,12,16,0,474.5
6,12,16,30,700.6
6,12,17,0,593.5
6,12,17,30,388.4
6,12,18,0,408.2
6,12,18,30,270.4
6,12,19,0,179.8
6,12,19,30,97.7
6,12,20,0,44.3
6,12,20,30,15.2
6,12,21,0,0
6,12,21,30,0
6,12,22,0,0
6,12,22,30,0
6,12,23,0,0
6,12,23,30,0
